sku_id,sku_name,category,sub_category,brand,cost_price,base_price,weight_kg,supplier_id,lead_time_days,reorder_point,safety_stock
SKU_00052,Brand_EB Beverages Item 52,Groceries & Essentials,Beverages,Brand_EB,31.32,40.56,0.12,SUPP_013,11,88,15
SKU_00053,Brand_CD Sportswear Item 53,Apparel,Sportswear,Brand_CD,78.41,171.7,1.6,SUPP_031,30,41,5
SKU_00054,Brand_EA Personal Care Item 54,Groceries & Essentials,Personal Care,Brand_EA,29.63,42.71,0.28,SUPP_036,7,23,5
SKU_00055,Brand_AE Accessories Item 55,Electronics,Accessories,Brand_AE,272.71,401.15,0.29,SUPP_035,18,84,12
SKU_00056,Brand_HC Skincare Item 56,Health & Beauty,Skincare,Brand_HC,26.98,54.57,0.86,SUPP_007,6,10,2
SKU_00057,Brand_BC Smart Home Item 57,Electronics,Smart Home,Brand_BC,224.1,390.47,0.51,SUPP_048,13,364,57
SKU_00058,Brand_GA Home Decor Item 58,Home & Kitchen,Home Decor,Brand_GA,105.79,196.52,0.93,SUPP_019,25,37,5
SKU_00059,Brand_JE Household Supplies Item 59,Groceries & Essentials,Household Supplies,Brand_JE,18.8,26.79,2.29,SUPP_028,11,62,11
SKU_00060,Brand_JD Home Decor Item 60,Home & Kitchen,Home Decor,Brand_JD,132.23,218.46,5.05,SUPP_025,18,396,54
SKU_00061,Brand_DA Household Supplies Item 61,Groceries & Essentials,Household Supplies,Brand_DA,37.34,44.7,1.31,SUPP_021,6,9,2
SKU_00062,Brand_CD Audio Item 62,Electronics,Audio,Brand_CD,132.85,212.73,1.42,SUPP_015,22,115,15
SKU_00063,Brand_GB Haircare Item 63,Health & Beauty,Haircare,Brand_GB,46.87,107.49,1.55,SUPP_016,12,21,4
SKU_00064,Brand_JE Snacks Item 64,Groceries & Essentials,Snacks,Brand_JE,3.8,5.8,6.53,SUPP_028,8,11,2
SKU_00065,Brand_DE Accessories Item 65,Apparel,Accessories,Brand_DE,71.05,127.03,3.73,SUPP_013,15,222,33
SKU_00066,Brand_AB Cookware Item 66,Home & Kitchen,Cookware,Brand_AB,111.5,233.85,0.17,SUPP_010,7,45,9
SKU_00067,Brand_CA Beverages Item 67,Groceries & Essentials,Beverages,Brand_CA,26.51,34.36,2.75,SUPP_021,3,28,8
SKU_00068,Brand_AA Packaged Foods Item 68,Groceries & Essentials,Packaged Foods,Brand_AA,3.32,4.9,2.61,SUPP_021,7,393,79
SKU_00069,Brand_HB Household Supplies Item 69,Groceries & Essentials,Household Supplies,Brand_HB,30.91,38.61,1.0,SUPP_010,3,56,16
SKU_00070,Brand_JD Beverages Item 70,Groceries & Essentials,Beverages,Brand_JD,22.39,28.77,0.28,SUPP_040,12,38,6
SKU_00071,Brand_JE Packaged Foods Item 71,Groceries & Essentials,Packaged Foods,Brand_JE,24.42,37.2,0.24,SUPP_012,13,34,6
SKU_00072,Brand_EA Computers Item 72,Electronics,Computers,Brand_EA,227.27,321.27,0.32,SUPP_014,8,20,4
SKU_00073,Brand_GD Packaged Foods Item 73,Groceries & Essentials,Packaged Foods,Brand_GD,14.47,21.66,0.63,SUPP_038,12,102,17
SKU_00074,Brand_BE Cycling Item 74,Sports & Outdoors,Cycling,Brand_BE,116.61,179.86,1.02,SUPP_017,11,46,8
SKU_00075,Brand_IC Footwear Item 75,Apparel,Footwear,Brand_IC,32.31,69.38,1.02,SUPP_048,25,39,5
SKU_00076,Brand_HE Wearables Item 76,Electronics,Wearables,Brand_HE,94.37,165.37,1.06,SUPP_004,24,89,11
SKU_00077,Brand_AE Accessories Item 77,Apparel,Accessories,Brand_AE,32.68,58.8,0.24,SUPP_018,10,34,6
SKU_00078,Brand_JD Women's Wear Item 78,Apparel,Women's Wear,Brand_JD,35.05,67.46,0.25,SUPP_014,24,95,12
SKU_00079,Brand_JC Smart Home Item 79,Electronics,Smart Home,Brand_JC,79.74,135.44,2.17,SUPP_017,21,68,9
SKU_00080,Brand_FC Outdoor Recreation Item 80,Sports & Outdoors,Outdoor Recreation,Brand_FC,107.27,192.97,0.2,SUPP_023,28,134,15
SKU_00081,Brand_JB Vitamins & Supplements Item 81,Health & Beauty,Vitamins & Supplements,Brand_JB,48.39,104.86,0.86,SUPP_045,9,16,3
SKU_00082,Brand_HD Beverages Item 82,Groceries & Essentials,Beverages,Brand_HD,13.56,16.42,3.42,SUPP_022,6,19,4
SKU_00083,Brand_IE Men's Wear Item 83,Apparel,Men's Wear,Brand_IE,12.39,26.6,1.43,SUPP_018,17,63,9
SKU_00084,Brand_IA Snacks Item 84,Groceries & Essentials,Snacks,Brand_IA,12.92,17.93,1.37,SUPP_037,10,32,6
SKU_00085,Brand_GC Men's Wear Item 85,Apparel,Men's Wear,Brand_GC,25.36,49.86,1.1,SUPP_022,20,28,4
SKU_00086,Brand_AC Skincare Item 86,Health & Beauty,Skincare,Brand_AC,16.07,52.79,0.28,SUPP_031,6,24,5
SKU_00087,Brand_FE Skincare Item 87,Health & Beauty,Skincare,Brand_FE,26.12,82.23,1.32,SUPP_038,12,36,6
SKU_00088,Brand_BA Oral Care Item 88,Health & Beauty,Oral Care,Brand_BA,19.03,42.9,1.16,SUPP_026,21,68,9
SKU_00089,Brand_CA Small Appliances Item 89,Home & Kitchen,Small Appliances,Brand_CA,46.19,86.95,0.79,SUPP_036,16,54,8
SKU_00090,Brand_CC Snacks Item 90,Groceries & Essentials,Snacks,Brand_CC,29.5,36.92,1.82,SUPP_040,3,6,2
SKU_00091,Brand_FE Packaged Foods Item 91,Groceries & Essentials,Packaged Foods,Brand_FE,28.72,42.0,5.13,SUPP_031,7,40,8
SKU_00092,Brand_GE Cycling Item 92,Sports & Outdoors,Cycling,Brand_GE,180.8,325.36,0.17,SUPP_035,17,121,17
SKU_00093,Brand_FE Home Decor Item 93,Home & Kitchen,Home Decor,Brand_FE,24.07,49.42,1.74,SUPP_035,10,23,4
SKU_00094,Brand_HE Snacks Item 94,Groceries & Essentials,Snacks,Brand_HE,16.39,21.16,1.03,SUPP_008,8,29,6
SKU_00095,Brand_EE Beverages Item 95,Groceries & Essentials,Beverages,Brand_EE,31.49,40.73,1.28,SUPP_017,10,20,4
SKU_00096,Brand_BB Packaged Foods Item 96,Groceries & Essentials,Packaged Foods,Brand_BB,26.12,31.98,3.26,SUPP_008,3,13,4
SKU_00097,Brand_FD Cosmetics Item 97,Health & Beauty,Cosmetics,Brand_FD,34.25,91.77,2.36,SUPP_038,5,8,2
SKU_00098,Brand_AE Snacks Item 98,Groceries & Essentials,Snacks,Brand_AE,11.69,17.04,0.28,SUPP_010,6,19,4
SKU_00099,Brand_BC Household Supplies Item 99,Groceries & Essentials,Household Supplies,Brand_BC,17.8,23.17,2.32,SUPP_005,13,55,9
SKU_00100,Brand_FA Home Decor Item 100,Home & Kitchen,Home Decor,Brand_FA,74.52,153.77,4.89,SUPP_043,14,52,8
SKU_00101,Brand_JA Snacks Item 101,Groceries & Essentials,Snacks,Brand_JA,6.61,9.02,1.16,SUPP_043,11,22,4
SKU_00102,Brand_CB Storage & Org Item 102,Home & Kitchen,Storage & Org,Brand_CB,74.37,145.63,3.94,SUPP_044,14,60,9
SKU_00103,Brand_BD Bedding Item 103,Home & Kitchen,Bedding,Brand_BD,16.88,35.02,3.72,SUPP_029,7,12,3
SKU_00104,Brand_EC Cycling Item 104,Sports & Outdoors,Cycling,Brand_EC,182.7,306.42,1.44,SUPP_001,30,70,8
SKU_00105,Brand_FA Bedding Item 105,Home & Kitchen,Bedding,Brand_FA,21.22,37.42,3.09,SUPP_041,12,29,5
SKU_00106,Brand_FB Women's Wear Item 106,Apparel,Women's Wear,Brand_FB,65.47,110.63,3.76,SUPP_017,16,27,4
SKU_00107,Brand_JD Audio Item 107,Electronics,Audio,Brand_JD,166.84,267.56,0.12,SUPP_029,23,38,5
SKU_00108,Brand_DE Fitness Gear Item 108,Sports & Outdoors,Fitness Gear,Brand_DE,21.82,43.59,1.15,SUPP_022,10,22,4
SKU_00109,Brand_DD Footwear Item 109,Apparel,Footwear,Brand_DD,40.23,90.66,0.81,SUPP_032,25,85,10
SKU_00110,Brand_JB Smart Home Item 110,Electronics,Smart Home,Brand_JB,160.9,243.11,0.87,SUPP_050,12,72,12
SKU_00111,Brand_HD Computers Item 111,Electronics,Computers,Brand_HD,123.44,177.39,1.65,SUPP_003,7,10,2
SKU_00112,Brand_BB Accessories Item 112,Electronics,Accessories,Brand_BB,123.11,192.47,0.54,SUPP_029,14,22,4
SKU_00113,Brand_GC Storage & Org Item 113,Home & Kitchen,Storage & Org,Brand_GC,42.32,67.16,0.52,SUPP_028,20,75,10
SKU_00114,Brand_HB Cosmetics Item 114,Health & Beauty,Cosmetics,Brand_HB,24.54,52.33,0.24,SUPP_021,14,20,3
SKU_00115,Brand_JC Footwear Item 115,Apparel,Footwear,Brand_JC,54.39,109.95,3.45,SUPP_019,24,93,11
SKU_00116,Brand_AC Women's Wear Item 116,Apparel,Women's Wear,Brand_AC,6.96,17.75,0.74,SUPP_023,18,49,7
SKU_00117,Brand_EB Sportswear Item 117,Apparel,Sportswear,Brand_EB,13.61,35.54,1.1,SUPP_044,23,65,8
SKU_00118,Brand_DB Women's Wear Item 118,Apparel,Women's Wear,Brand_DB,58.09,136.6,0.87,SUPP_014,18,28,4
SKU_00119,Brand_FA Cosmetics Item 119,Health & Beauty,Cosmetics,Brand_FA,12.32,25.57,0.13,SUPP_029,14,51,8
SKU_00120,Brand_HB Men's Wear Item 120,Apparel,Men's Wear,Brand_HB,40.13,95.57,0.27,SUPP_025,30,56,6
SKU_00121,Brand_HE Footwear Item 121,Apparel,Footwear,Brand_HE,48.97,112.89,0.39,SUPP_034,22,160,20
SKU_00122,Brand_JA Snacks Item 122,Groceries & Essentials,Snacks,Brand_JA,6.72,9.57,0.23,SUPP_002,6,40,9
SKU_00123,Brand_HE Smart Home Item 123,Electronics,Smart Home,Brand_HE,102.88,169.72,0.63,SUPP_011,9,138,25
SKU_00124,Brand_GC Accessories Item 124,Apparel,Accessories,Brand_GC,57.45,102.69,2.86,SUPP_036,26,77,9
SKU_00125,Brand_BD Snacks Item 125,Groceries & Essentials,Snacks,Brand_BD,17.7,22.66,0.75,SUPP_026,3,11,3
SKU_00126,Brand_EE Bedding Item 126,Home & Kitchen,Bedding,Brand_EE,17.9,28.22,0.1,SUPP_039,25,48,6
SKU_00127,Brand_HB Packaged Foods Item 127,Groceries & Essentials,Packaged Foods,Brand_HB,24.21,36.82,2.44,SUPP_044,11,32,6
SKU_00128,Brand_BC Footwear Item 128,Apparel,Footwear,Brand_BC,64.21,147.5,1.87,SUPP_031,15,355,52
SKU_00129,Brand_CE Cosmetics Item 129,Health & Beauty,Cosmetics,Brand_CE,4.54,11.88,0.17,SUPP_026,20,233,30
SKU_00130,Brand_EB Accessories Item 130,Apparel,Accessories,Brand_EB,7.53,17.7,0.63,SUPP_007,25,37,5
SKU_00131,Brand_DC Household Supplies Item 131,Groceries & Essentials,Household Supplies,Brand_DC,26.66,39.14,0.68,SUPP_031,12,52,9
SKU_00132,Brand_ID Storage & Org Item 132,Home & Kitchen,Storage & Org,Brand_ID,14.54,28.47,0.72,SUPP_045,18,64,9
SKU_00133,Brand_FD Cosmetics Item 133,Health & Beauty,Cosmetics,Brand_FD,16.66,42.34,3.36,SUPP_022,14,125,19
SKU_00134,Brand_IB Packaged Foods Item 134,Groceries & Essentials,Packaged Foods,Brand_IB,2.3,3.4,1.23,SUPP_034,5,8,2
SKU_00135,Brand_JD Computers Item 135,Electronics,Computers,Brand_JD,20.5,31.35,1.4,SUPP_029,18,463,63
SKU_00136,Brand_HD Cookware Item 136,Home & Kitchen,Cookware,Brand_HD,112.63,187.02,0.28,SUPP_020,20,42,6
SKU_00137,Brand_HB Haircare Item 137,Health & Beauty,Haircare,Brand_HB,12.13,37.61,0.17,SUPP_025,19,46,6
SKU_00138,Brand_HB Home Decor Item 138,Home & Kitchen,Home Decor,Brand_HB,17.82,31.46,3.27,SUPP_037,20,75,10
SKU_00139,Brand_EE Haircare Item 139,Health & Beauty,Haircare,Brand_EE,58.55,118.99,4.39,SUPP_007,17,26,4
SKU_00140,Brand_FA Audio Item 140,Electronics,Audio,Brand_FA,57.09,96.1,0.75,SUPP_041,11,46,8
SKU_00141,Brand_GE Men's Wear Item 141,Apparel,Men's Wear,Brand_GE,99.7,179.14,0.86,SUPP_020,27,78,9
SKU_00142,Brand_GB Camping Item 142,Sports & Outdoors,Camping,Brand_GB,59.1,90.19,1.25,SUPP_035,18,174,24
SKU_00143,Brand_IA Vitamins & Supplements Item 143,Health & Beauty,Vitamins & Supplements,Brand_IA,15.99,37.12,0.17,SUPP_003,6,55,12
SKU_00144,Brand_AE Skincare Item 144,Health & Beauty,Skincare,Brand_AE,7.13,15.92,0.8,SUPP_011,12,59,10
SKU_00145,Brand_BA Accessories Item 145,Electronics,Accessories,Brand_BA,67.95,110.78,0.22,SUPP_037,23,30,4
SKU_00146,Brand_AC Oral Care Item 146,Health & Beauty,Oral Care,Brand_AC,34.03,83.29,0.57,SUPP_040,10,34,6
SKU_00147,Brand_GC Cosmetics Item 147,Health & Beauty,Cosmetics,Brand_GC,29.56,86.75,1.89,SUPP_048,14,22,4
SKU_00148,Brand_BB Home Decor Item 148,Home & Kitchen,Home Decor,Brand_BB,105.31,221.41,0.14,SUPP_005,16,25,4
SKU_00149,Brand_HA Women's Wear Item 149,Apparel,Women's Wear,Brand_HA,71.82,151.8,0.11,SUPP_002,22,85,11
SKU_00150,Brand_HE Fitness Gear Item 150,Sports & Outdoors,Fitness Gear,Brand_HE,98.58,141.19,2.66,SUPP_031,25,36,5
SKU_00151,Brand_IA Bedding Item 151,Home & Kitchen,Bedding,Brand_IA,120.96,211.63,0.4,SUPP_032,11,17,3
SKU_00152,Brand_JE Cycling Item 152,Sports & Outdoors,Cycling,Brand_JE,64.67,115.82,0.2,SUPP_004,19,55,8
SKU_00153,Brand_DC Smart Home Item 153,Electronics,Smart Home,Brand_DC,274.02,445.71,0.99,SUPP_050,9,36,7
SKU_00154,Brand_CA Accessories Item 154,Apparel,Accessories,Brand_CA,31.71,66.37,2.31,SUPP_033,11,23,4
SKU_00155,Brand_GE Fitness Gear Item 155,Sports & Outdoors,Fitness Gear,Brand_GE,179.07,301.16,2.72,SUPP_013,20,36,5
SKU_00156,Brand_EB Wearables Item 156,Electronics,Wearables,Brand_EB,74.94,133.87,0.35,SUPP_011,21,54,7
SKU_00157,Brand_AE Packaged Foods Item 157,Groceries & Essentials,Packaged Foods,Brand_AE,12.39,15.76,2.03,SUPP_003,4,9,2
SKU_00158,Brand_ED Audio Item 158,Electronics,Audio,Brand_ED,170.35,259.8,1.28,SUPP_012,20,35,5
SKU_00159,Brand_JA Smart Home Item 159,Electronics,Smart Home,Brand_JA,216.2,346.05,0.31,SUPP_050,9,16,3
SKU_00160,Brand_ID Beverages Item 160,Groceries & Essentials,Beverages,Brand_ID,16.84,20.79,1.11,SUPP_020,8,31,6
SKU_00161,Brand_CC Footwear Item 161,Apparel,Footwear,Brand_CC,8.12,13.95,0.85,SUPP_017,23,466,57
SKU_00162,Brand_IE Storage & Org Item 162,Home & Kitchen,Storage & Org,Brand_IE,106.92,216.43,0.16,SUPP_025,28,149,17
SKU_00163,Brand_JA Wearables Item 163,Electronics,Wearables,Brand_JA,15.02,22.99,0.45,SUPP_032,7,27,6
SKU_00164,Brand_GC Wearables Item 164,Electronics,Wearables,Brand_GC,141.88,247.4,0.23,SUPP_002,19,27,4
SKU_00165,Brand_HC Women's Wear Item 165,Apparel,Women's Wear,Brand_HC,19.52,45.74,2.68,SUPP_039,19,31,4
SKU_00166,Brand_AC Smart Home Item 166,Electronics,Smart Home,Brand_AC,171.54,273.73,1.52,SUPP_006,15,74,11
SKU_00167,Brand_FC Haircare Item 167,Health & Beauty,Haircare,Brand_FC,15.48,44.7,0.23,SUPP_020,20,67,9
SKU_00168,Brand_AC Haircare Item 168,Health & Beauty,Haircare,Brand_AC,10.88,24.7,2.04,SUPP_041,16,31,5
SKU_00169,Brand_DD Computers Item 169,Electronics,Computers,Brand_DD,115.28,161.55,2.44,SUPP_046,25,40,5
SKU_00170,Brand_EB Smart Home Item 170,Electronics,Smart Home,Brand_EB,248.89,448.41,1.68,SUPP_037,16,41,6
SKU_00171,Brand_BB Men's Wear Item 171,Apparel,Men's Wear,Brand_BB,14.85,41.26,0.91,SUPP_012,29,113,13
SKU_00172,Brand_ED Home Decor Item 172,Home & Kitchen,Home Decor,Brand_ED,116.52,218.09,0.97,SUPP_050,27,66,8
SKU_00173,Brand_HA Snacks Item 173,Groceries & Essentials,Snacks,Brand_HA,19.77,30.34,0.6,SUPP_006,14,35,6
SKU_00174,Brand_CE Household Supplies Item 174,Groceries & Essentials,Household Supplies,Brand_CE,5.72,8.09,3.7,SUPP_033,9,39,7
SKU_00175,Brand_HB Women's Wear Item 175,Apparel,Women's Wear,Brand_HB,11.59,23.61,0.25,SUPP_005,24,87,11
SKU_00176,Brand_AB Personal Care Item 176,Groceries & Essentials,Personal Care,Brand_AB,7.29,9.45,5.33,SUPP_039,4,38,10
SKU_00177,Brand_HE Audio Item 177,Electronics,Audio,Brand_HE,40.0,71.93,1.01,SUPP_012,17,156,22
SKU_00178,Brand_FD Snacks Item 178,Groceries & Essentials,Snacks,Brand_FD,25.41,30.95,1.0,SUPP_010,10,41,7
SKU_00179,Brand_FC Home Decor Item 179,Home & Kitchen,Home Decor,Brand_FC,96.59,186.74,1.07,SUPP_043,23,110,14
SKU_00180,Brand_DE Personal Care Item 180,Groceries & Essentials,Personal Care,Brand_DE,36.67,44.43,0.49,SUPP_050,12,16,3
SKU_00181,Brand_AE Computers Item 181,Electronics,Computers,Brand_AE,174.78,235.65,0.34,SUPP_033,24,413,49
SKU_00182,Brand_EE Accessories Item 182,Electronics,Accessories,Brand_EE,277.87,438.3,0.54,SUPP_050,17,51,7
SKU_00183,Brand_EC Home Decor Item 183,Home & Kitchen,Home Decor,Brand_EC,20.54,44.45,2.08,SUPP_045,14,270,41
SKU_00184,Brand_GB Computers Item 184,Electronics,Computers,Brand_GB,280.57,392.64,1.87,SUPP_038,17,78,11
SKU_00185,Brand_FA Beverages Item 185,Groceries & Essentials,Beverages,Brand_FA,27.33,39.25,0.28,SUPP_008,11,53,9
SKU_00186,Brand_GA Storage & Org Item 186,Home & Kitchen,Storage & Org,Brand_GA,107.68,208.44,1.39,SUPP_016,8,929,176
SKU_00187,Brand_GC Audio Item 187,Electronics,Audio,Brand_GC,268.04,447.1,0.24,SUPP_041,15,23,4
SKU_00188,Brand_HC Home Decor Item 188,Home & Kitchen,Home Decor,Brand_HC,101.44,203.88,2.5,SUPP_019,25,206,24
SKU_00189,Brand_EA Men's Wear Item 189,Apparel,Men's Wear,Brand_EA,52.76,117.88,1.34,SUPP_015,28,67,8
SKU_00190,Brand_GB Beverages Item 190,Groceries & Essentials,Beverages,Brand_GB,18.12,21.39,1.43,SUPP_049,10,46,8
SKU_00191,Brand_AC Beverages Item 191,Groceries & Essentials,Beverages,Brand_AC,29.24,39.19,1.08,SUPP_021,7,52,11
SKU_00192,Brand_GD Computers Item 192,Electronics,Computers,Brand_GD,171.99,267.37,1.5,SUPP_048,22,73,9
SKU_00193,Brand_IC Home Decor Item 193,Home & Kitchen,Home Decor,Brand_IC,116.92,207.37,3.51,SUPP_045,27,259,30
SKU_00194,Brand_CE Footwear Item 194,Apparel,Footwear,Brand_CE,86.54,168.99,0.26,SUPP_004,13,26,4
SKU_00195,Brand_FD Footwear Item 195,Apparel,Footwear,Brand_FD,46.12,101.42,0.24,SUPP_047,27,66,8
SKU_00196,Brand_EE Outdoor Recreation Item 196,Sports & Outdoors,Outdoor Recreation,Brand_EE,42.67,75.69,0.4,SUPP_030,22,37,5
SKU_00197,Brand_IB Men's Wear Item 197,Apparel,Men's Wear,Brand_IB,82.07,166.18,0.24,SUPP_042,10,26,5
SKU_00198,Brand_CC Packaged Foods Item 198,Groceries & Essentials,Packaged Foods,Brand_CC,25.12,37.32,0.49,SUPP_022,11,48,8
SKU_00199,Brand_IB Audio Item 199,Electronics,Audio,Brand_IB,223.49,349.93,0.54,SUPP_008,10,21,4
SKU_00200,Brand_HD Cosmetics Item 200,Health & Beauty,Cosmetics,Brand_HD,35.22,98.29,0.34,SUPP_010,9,16,3
SKU_00201,Brand_GC Bedding Item 201,Home & Kitchen,Bedding,Brand_GC,21.27,32.97,1.64,SUPP_021,13,45,7
SKU_00202,Brand_EE Accessories Item 202,Apparel,Accessories,Brand_EE,26.2,58.12,1.79,SUPP_002,19,50,7
